Model,Capacity,range(km),maintenance cost per hour,Price(USD)
Bombardier CRJ200,50,3000,1380.27,15174005.28
Boeing 737,162,5700,4145.69,63807017.39
Cessna 172,4,1285,4049.51,215684.65
Boeing 737,162,5700,2797.03,60622729.84
Airbus A350,350,14800,3932.39,367892604
Boeing 737,162,5700,4166.94,54746403.04
Airbus A320,180,6300,4564.71,133649441.7
Airbus A350,350,14800,4293.81,414266280.1
Boeing 737,162,5700,1092.76,54025050.47
Airbus A320,180,6300,1419.19,133026639
Bombardier CRJ200,50,3000,3341.18,15746964.15
Boeing 777,396,15600,4405.97,406762004.8
Boeing 737,162,5700,1902.09,123799731.2
Cessna 172,4,1285,2311.88,212181.94
Airbus A350,350,14800,2959.87,414767819.8
Boeing 777,396,15600,4067.32,355570893.3
Boeing 777,396,15600,4863.09,444307672.8
Bombardier CRJ200,50,3000,1387.38,15199103.33
Bombardier CRJ200,50,3000,1350.35,13683245.47
Airbus A350,350,14800,4755.96,543828271
Bombardier CRJ200,50,3000,1542.02,11090320.28
Boeing 737,162,5700,2238.27,75749841.51
Boeing 737,162,5700,4751.45,60086695.61
Boeing 737,162,5700,957.46,86589081.72
Bombardier CRJ200,50,3000,2187.72,18833132.49
Bombardier CRJ200,50,3000,1214.86,10864765.3
Airbus A320,180,6300,2937.79,79949754.16
Boeing 777,396,15600,3714.84,677676669.5
Boeing 737,162,5700,1107.72,104230383.8
Cessna 172,4,1285,1314.38,211757.01
Boeing 777,396,15600,2457.13,409723024.3
Bombardier CRJ200,50,3000,1783.85,11330791.2
Bombardier CRJ200,50,3000,4274.63,12275974.36
Airbus A350,350,14800,4906.18,346185154.1
Airbus A350,350,14800,2050.98,500972148.2
Airbus A350,350,14800,2647.44,463608458.2
Airbus A350,350,14800,4921.74,377110868.7
Boeing 777,396,15600,3043.2,416606267.1
Airbus A350,350,14800,3163.64,473348302.2
Airbus A350,350,14800,859.34,637611995.9
Cessna 172,4,1285,2791.19,200746.73
Airbus A350,350,14800,4787.42,416622333.8
Airbus A320,180,6300,3594.01,159861646.8
Bombardier CRJ200,50,3000,1812.74,12698560.18
Boeing 737,162,5700,1460.76,62917767.84
Boeing 737,162,5700,3639.11,107018197.3
Cessna 172,4,1285,2954.58,360019.62
Boeing 777,396,15600,926.64,393721410.8
Airbus A320,180,6300,3819.77,85597710.69
Airbus A320,180,6300,4667.91,75076085.5
Boeing 777,396,15600,3463.59,509465657.6
Airbus A350,350,14800,2671.19,601889028.7
Boeing 737,162,5700,732.25,63327194.76
Boeing 777,396,15600,3286.09,798157337
Boeing 777,396,15600,4478.93,627304580.2
Boeing 777,396,15600,4243.97,393710311.4
Boeing 777,396,15600,2784.91,658981412.5
Boeing 737,162,5700,1792.09,72970159.83
Bombardier CRJ200,50,3000,936.61,13856223.89
Bombardier CRJ200,50,3000,2694.23,13004034.51
Boeing 737,162,5700,1405.73,135708456.3
Cessna 172,4,1285,592.8,307373.58
Cessna 172,4,1285,4260.18,409714.24
Cessna 172,4,1285,3232.46,239218.35
Airbus A320,180,6300,3334.73,81349858.21
Airbus A350,350,14800,4099.57,395156005
Airbus A320,180,6300,3443.42,84380500.81
Cessna 172,4,1285,4942.83,238528
Cessna 172,4,1285,1676.73,219086.22
Boeing 737,162,5700,1327.87,86417042.01
Boeing 777,396,15600,3527.61,698291535.5
Cessna 172,4,1285,777.61,177267.13
Airbus A350,350,14800,1660.76,340562067.8
Boeing 777,396,15600,1235.19,391070702.8
Boeing 737,162,5700,3580.03,64985367.95
Airbus A320,180,6300,2092.58,92968403.56
Airbus A320,180,6300,3607.1,164139342.3
Boeing 777,396,15600,1134.64,382608349.4
Airbus A320,180,6300,1852,77361738.83
Boeing 737,162,5700,917.35,91238872.98
Boeing 777,396,15600,530.33,624568038
Cessna 172,4,1285,1267.32,266788.89
Airbus A320,180,6300,1002.71,125529774.5
Boeing 737,162,5700,1610.68,111947117.5
Airbus A350,350,14800,2920.06,438776104.4
Airbus A320,180,6300,4375.62,73543719.03
Bombardier CRJ200,50,3000,1115.57,11832513.19
Cessna 172,4,1285,3616.64,317327.13
Cessna 172,4,1285,2782.3,395958.19
Boeing 737,162,5700,1613.96,51419020.64
Boeing 777,396,15600,2858.11,417204930.5
Airbus A320,180,6300,4271.78,88867815.84
Boeing 737,162,5700,4428.44,60481381.27
Bombardier CRJ200,50,3000,2042.24,19456034.87
Boeing 737,162,5700,3671.79,97116079.29
Bombardier CRJ200,50,3000,1432.27,17441901.54
Boeing 737,162,5700,2941.39,60980732.3
Airbus A350,350,14800,4851.9,314494372.6
Bombardier CRJ200,50,3000,1011.58,19719080.13
Bombardier CRJ200,50,3000,3269.42,16512513.97
Boeing 737,162,5700,1929.3,91966700.12
Boeing 777,396,15600,3246.7,628087118.1
Cessna 172,4,1285,4753.37,234893.13
Boeing 737,162,5700,3380.57,117529742.6
Boeing 737,162,5700,2393.02,62531000.36
Boeing 777,396,15600,4345.37,372923808
Cessna 172,4,1285,3159.63,209644.6
Boeing 737,162,5700,3844.49,56033750
Airbus A320,180,6300,4040.88,133579626.8
Bombardier CRJ200,50,3000,1501.94,16533423.53
Bombardier CRJ200,50,3000,4575.1,12628605.63
Airbus A320,180,6300,875.86,106235421.1
Boeing 737,162,5700,1113.68,57193049.25
Boeing 737,162,5700,1762.07,84791175.26
Airbus A350,350,14800,3759.9,374338323.9
Bombardier CRJ200,50,3000,3623.92,16861665.25
Cessna 172,4,1285,3835.46,282472.05
Airbus A320,180,6300,4604.09,86218897.46
Cessna 172,4,1285,1905.44,348810.36
Airbus A350,350,14800,4923.45,360112423.5
Airbus A350,350,14800,2819.38,352403418
Airbus A320,180,6300,1331.99,119265057.6
Airbus A320,180,6300,4481.15,72070215.9
Airbus A350,350,14800,1455.45,653945684.2
Boeing 737,162,5700,4032.81,66519939.26
Cessna 172,4,1285,2287.57,213978.01
Bombardier CRJ200,50,3000,3691.7,20411330.61
Boeing 777,396,15600,2524.68,587685092.7
Boeing 737,162,5700,3637.43,64077116.6
Bombardier CRJ200,50,3000,2402.37,11699060.99
Boeing 777,396,15600,4799.15,397407912.5
Airbus A320,180,6300,4263.21,102719195
Airbus A320,180,6300,4988.3,71852272.08
Cessna 172,4,1285,4288.07,179206.4
Cessna 172,4,1285,4544.59,362481.9
Cessna 172,4,1285,2512.28,274190.89
Boeing 777,396,15600,2743.4,512581162.7
Airbus A350,350,14800,4123.16,371360567.7
Airbus A350,350,14800,727.32,649475373
Boeing 777,396,15600,2732.07,301357600.2
Cessna 172,4,1285,1109.61,202628.14
Cessna 172,4,1285,3696.5,230369.23
Bombardier CRJ200,50,3000,2747.69,11715111.66
Boeing 777,396,15600,2609.25,363670007.5
Boeing 737,162,5700,1829.09,93049860.26
Airbus A320,180,6300,1299.06,89843190.35
Boeing 737,162,5700,679.56,108508852.2
Airbus A320,180,6300,4558.14,80178924.28
Boeing 737,162,5700,4746.21,137856233.2
Boeing 777,396,15600,2673,462974160.3
Airbus A320,180,6300,2742.6,85853506.32
Cessna 172,4,1285,1324.98,190259.89
Airbus A320,180,6300,2479.3,84685045.17
Boeing 777,396,15600,3316.44,679905296.2
Airbus A320,180,6300,3163.36,85826184.39
Boeing 777,396,15600,2838.71,421606777.9
Airbus A350,350,14800,2799.27,582128210.1
Boeing 737,162,5700,1082.9,60502049.95
Boeing 737,162,5700,2593.59,63116996.78
Boeing 777,396,15600,1506.16,380032632.6
Airbus A350,350,14800,4866.47,440781080.9
Cessna 172,4,1285,1644.86,255282.01
Boeing 777,396,15600,3053.32,556273178.9
Airbus A320,180,6300,2305.83,75160298.24
Cessna 172,4,1285,4164.72,238800.2
Boeing 777,396,15600,2588.4,620276449
Boeing 737,162,5700,3809.97,73891399.15
Boeing 737,162,5700,3440.5,64676664.43
Airbus A350,350,14800,1908.03,537586536.5
Airbus A320,180,6300,2055.01,135981208.3
Cessna 172,4,1285,1604.26,299451.52
Boeing 777,396,15600,2326.96,635930337.7
Cessna 172,4,1285,1975.35,189642.68
Bombardier CRJ200,50,3000,4390.71,12400200.56
Cessna 172,4,1285,2236.57,198476.7
Airbus A350,350,14800,3436.57,402610284
Airbus A320,180,6300,1699.64,64045025.57
Boeing 777,396,15600,890.04,735675842.7
Cessna 172,4,1285,4794.22,187023.18
Boeing 777,396,15600,4348.46,395463182.9
Airbus A350,350,14800,4788.22,729874975.6
Bombardier CRJ200,50,3000,2885.37,23434351.75
Airbus A320,180,6300,2376.41,89764931.24
Airbus A350,350,14800,4767.03,410904586.7
Boeing 777,396,15600,3439.01,407471463.7
Bombardier CRJ200,50,3000,4527.77,14859839.8
Airbus A350,350,14800,888.82,551916007.1
Airbus A320,180,6300,3005.4,73868383.9
Boeing 737,162,5700,1899.95,86378938.25
Boeing 737,162,5700,4448.3,77838938.05
Boeing 737,162,5700,2330.18,85053922.96
Boeing 737,162,5700,3497.88,75800007.58
Boeing 777,396,15600,1508.68,735625227.2
Cessna 172,4,1285,2618.79,339022.96
Airbus A350,350,14800,3216.69,702782478.8
Boeing 737,162,5700,2962.54,62128351.64
Airbus A350,350,14800,1249.47,430173497.2
Airbus A320,180,6300,2312.58,120937481.4
Airbus A320,180,6300,3677.75,113062533.9
Boeing 737,162,5700,4537.08,69865499.07
Boeing 777,396,15600,559.54,558603510.2
Airbus A320,180,6300,2398.7,110274084.9
Airbus A320,180,6300,4460.1,150616490
Boeing 777,396,15600,2849.73,366228146.2
Bombardier CRJ200,50,3000,577.02,23332371
Airbus A320,180,6300,1035.24,107623130.9
Cessna 172,4,1285,1303.89,308356.05
Boeing 737,162,5700,4421.69,94384730.94
Airbus A350,350,14800,2909.78,372896739.4
Boeing 737,162,5700,1139.59,85013077.53
Airbus A350,350,14800,4875,744444856.5
Airbus A320,180,6300,2224.72,120842273.6
Bombardier CRJ200,50,3000,1363.68,11064722.45
Airbus A320,180,6300,4007.02,141204254.9
Airbus A350,350,14800,1375.02,438531555.5
Airbus A320,180,6300,1701.92,99733189.5
Airbus A320,180,6300,955.24,67673502.43
Airbus A350,350,14800,2005.05,573003964.2
Cessna 172,4,1285,2844.43,211548.69
Bombardier CRJ200,50,3000,654.47,10173514.28
Cessna 172,4,1285,1993.39,303676.5
Cessna 172,4,1285,585.39,399022.84
Airbus A320,180,6300,2390.67,67345444.77
Boeing 777,396,15600,921.01,519465691.7
Boeing 777,396,15600,1105.82,375432758.7
Boeing 737,162,5700,1799.91,111284442.9
Cessna 172,4,1285,4936.3,207953.84
Airbus A320,180,6300,3054.29,141338190.1
Bombardier CRJ200,50,3000,4297.44,11909501.48
Cessna 172,4,1285,4883.68,305411.73
Boeing 777,396,15600,2213.66,385018344.6
Airbus A320,180,6300,2674.61,161427847.2
Bombardier CRJ200,50,3000,2381.92,12671919.45
Airbus A350,350,14800,4317.72,334248779.8
Airbus A350,350,14800,2257.46,517720572.2
Airbus A350,350,14800,546.88,523958896.3
Boeing 777,396,15600,1986.33,535813013.9
Airbus A320,180,6300,4628,111128108.7
Cessna 172,4,1285,3816.34,208662.57
Cessna 172,4,1285,3246.22,235528.08
Airbus A320,180,6300,4052.02,126541766.1
Airbus A350,350,14800,3327.12,377845225.3
Bombardier CRJ200,50,3000,928.97,12532617.58
Boeing 737,162,5700,3485.57,57740101.84
Bombardier CRJ200,50,3000,3460.63,13248148.69
Boeing 737,162,5700,2946.7,60316409.91
Airbus A350,350,14800,4949.43,453085421.8
Airbus A350,350,14800,3731.31,462179451.3
Boeing 737,162,5700,1299.66,91096508.12
Airbus A350,350,14800,4428.11,267313324.6
Boeing 777,396,15600,2333.11,373807482.1
Cessna 172,4,1285,2867.02,280843.77
Boeing 777,396,15600,1929.48,394379095.7
Airbus A350,350,14800,1849.79,606359744.9
Airbus A320,180,6300,3315.86,82319256.73
Airbus A320,180,6300,2853.01,85887890.41
Cessna 172,4,1285,2082.47,202322.08
Cessna 172,4,1285,3998.08,199139.79
Boeing 737,162,5700,2822.72,70148287.89
Airbus A350,350,14800,1256.33,723929099.3
Boeing 737,162,5700,2719.86,71561591.28
Airbus A320,180,6300,2669.25,142882310
Boeing 777,396,15600,2278.64,672259384.1
Boeing 737,162,5700,4525.04,77334393.58
Boeing 737,162,5700,1757.55,63713449.26
Airbus A350,350,14800,849.81,398409523.8
Boeing 737,162,5700,4668.67,74747337.18
Airbus A350,350,14800,2363.11,337425212
Bombardier CRJ200,50,3000,2524.45,12151905.62
Boeing 777,396,15600,1769.92,519828910.1
Airbus A320,180,6300,896.64,60029368.84
Airbus A350,350,14800,2666.48,352491934.8
Boeing 777,396,15600,519.56,539596338.6
Airbus A320,180,6300,3923.13,78562671.12
Airbus A320,180,6300,932.17,128432500.6
Airbus A350,350,14800,4522.24,496987685.3
Cessna 172,4,1285,2172.75,203859.26
Airbus A320,180,6300,1260.06,143268052.7
Bombardier CRJ200,50,3000,4712.88,15316240.51
Boeing 777,396,15600,3399.57,408220899.2
Boeing 777,396,15600,3646.25,718031054.7
Cessna 172,4,1285,3065.95,320592.53
Boeing 737,162,5700,4739.11,108202586.3
Bombardier CRJ200,50,3000,2377.59,20859791.19
Airbus A320,180,6300,2509.93,111900554.8
Airbus A320,180,6300,1142.3,117703397.9
Cessna 172,4,1285,1232.16,202136.54
Cessna 172,4,1285,854.65,200884.57
Airbus A320,180,6300,898.34,93600924.86
Boeing 737,162,5700,1468.98,75256093.89
Airbus A350,350,14800,2115.32,397911636
Airbus A350,350,14800,1758.3,462191961
Airbus A350,350,14800,3054.14,690932734.7
Airbus A320,180,6300,3124.49,101037910.2
Cessna 172,4,1285,2480.81,415120.55
Boeing 777,396,15600,1918.15,442611694.3
Airbus A350,350,14800,3450.2,371599390.3
Bombardier CRJ200,50,3000,4393.27,22208165.69
Boeing 777,396,15600,3908.95,462082645.5
Bombardier CRJ200,50,3000,3814.81,11938220.74
Cessna 172,4,1285,4367.04,318940.39
Boeing 737,162,5700,958.19,75679214.3
Airbus A350,350,14800,2624.81,465655559.5
Boeing 737,162,5700,3209.45,58877076.97
Cessna 172,4,1285,4972.07,243833.03
Bombardier CRJ200,50,3000,4168.62,9336923.3
Airbus A320,180,6300,3569.7,145716194.3
Airbus A320,180,6300,3332.08,91246353.69
Boeing 777,396,15600,4276.78,330072354
Cessna 172,4,1285,1033.95,227973.53
Boeing 777,396,15600,4571.36,611933702.3
Boeing 737,162,5700,3034.39,113179992.5
Airbus A320,180,6300,3697.22,74314315.42
Airbus A320,180,6300,4342.33,75778453.47
Airbus A320,180,6300,614.78,73272968.86
Airbus A320,180,6300,737.47,94723588.4
Boeing 737,162,5700,3320.96,62974030.03
Bombardier CRJ200,50,3000,4112.61,14662526.91
Boeing 737,162,5700,2257.19,55467208.93
Bombardier CRJ200,50,3000,801.34,11029731.8
Boeing 777,396,15600,4533.02,522167957.4
Bombardier CRJ200,50,3000,3696.33,12123687.86
Airbus A350,350,14800,3562.86,736343374.8
Cessna 172,4,1285,3412.39,308570.39
Bombardier CRJ200,50,3000,671.83,11693785.55
Airbus A320,180,6300,4389.93,76937271.81
Airbus A320,180,6300,3496.54,67492431.68
Airbus A350,350,14800,755.13,421621546.2
Airbus A350,350,14800,1088.34,326896459.7
Cessna 172,4,1285,2909.72,211389.89
Cessna 172,4,1285,2299.69,285835.98
Airbus A320,180,6300,823.5,71262698.82
Boeing 777,396,15600,2353.21,457189602.6
Airbus A320,180,6300,3216.26,133426476.4
Airbus A350,350,14800,3725.19,468976858.2
Airbus A350,350,14800,4643.71,422435807.5
Cessna 172,4,1285,1324.39,479558.56
Boeing 737,162,5700,2685.7,75281554.04
Airbus A320,180,6300,2865.27,130834544.4
Airbus A320,180,6300,759.78,68201848.69
Airbus A350,350,14800,735.2,349683971.3
Boeing 777,396,15600,3434.86,394310694.5
Boeing 737,162,5700,2562.76,53512093.45
Airbus A320,180,6300,4179.36,118647124.8
Bombardier CRJ200,50,3000,2609.27,9818289.48
Airbus A320,180,6300,1481.75,97222580.77
Cessna 172,4,1285,837.19,222484.02
Airbus A320,180,6300,1488.41,75177496.32
Airbus A350,350,14800,3021.56,363394758.6
Airbus A320,180,6300,4848.69,85751038.54
Boeing 777,396,15600,1755.97,421158274.9
Airbus A350,350,14800,4245.89,397316721.7
Boeing 777,396,15600,1373.59,548488217.9
Airbus A320,180,6300,4349.89,160975669.4
Bombardier CRJ200,50,3000,2352.3,15415356.59
Airbus A350,350,14800,2812.65,457966048.4
Bombardier CRJ200,50,3000,2373.84,10331458.72
Airbus A350,350,14800,4786.68,403512530.8
Airbus A320,180,6300,2019.13,72097704.5
Cessna 172,4,1285,755.79,333373.22
Bombardier CRJ200,50,3000,4421.66,22911515.7
Boeing 777,396,15600,1829.04,445931684.4
Boeing 737,162,5700,3396.15,66654377.95
Bombardier CRJ200,50,3000,3516.4,13057647.49
Boeing 777,396,15600,2119.84,394752069.8
Boeing 777,396,15600,2135.67,486467330.4
Boeing 737,162,5700,2333.76,56666469.95
Bombardier CRJ200,50,3000,4191.7,13169255.66
Cessna 172,4,1285,4642.39,377886.44
Boeing 777,396,15600,4499.57,418859926.7
Boeing 737,162,5700,4564.66,97162663.14
Airbus A350,350,14800,766.96,712166834.4
Bombardier CRJ200,50,3000,2794.96,11118214.11
Airbus A350,350,14800,3128.63,688149898.6
Boeing 777,396,15600,4670.56,375144922.1
Airbus A320,180,6300,4269.98,78803560.13
Cessna 172,4,1285,2875.71,266939.73
Boeing 777,396,15600,3537.52,629244222
Boeing 777,396,15600,3524.11,565056490.6
Cessna 172,4,1285,1424.94,209835.75
Boeing 737,162,5700,3231.77,64399374.64
Airbus A350,350,14800,3471.37,593745222.3
Airbus A350,350,14800,4608.01,511085474.7
Airbus A350,350,14800,1481.22,645921085.1
Airbus A320,180,6300,3258.47,75538121.58
Cessna 172,4,1285,549.48,352013.98
Airbus A350,350,14800,2064.32,450282859.3
Boeing 777,396,15600,2731.09,734153129.2
Airbus A320,180,6300,1201.85,87306045.02
Bombardier CRJ200,50,3000,4239.15,18850569.31
Boeing 777,396,15600,3060.48,672556551.7
Boeing 737,162,5700,4855.22,107855979.4
Bombardier CRJ200,50,3000,1000.58,22619447.2
Bombardier CRJ200,50,3000,1303.98,19555320.15
Airbus A320,180,6300,534.06,132364969.1
Boeing 777,396,15600,546.63,551569496.7
Airbus A350,350,14800,3801.12,371853660.3
Airbus A320,180,6300,4121.17,79855896.16
Cessna 172,4,1285,3001.99,179176.04
Airbus A350,350,14800,1306.37,381462947.8
Cessna 172,4,1285,3603.28,225463.59
Boeing 777,396,15600,3601.9,457247197.2
Boeing 777,396,15600,2117.88,438407582.4
Cessna 172,4,1285,4361.13,269776.41
Cessna 172,4,1285,2729.52,190322.7
Airbus A320,180,6300,3755.51,88343624.51
Boeing 737,162,5700,2152.56,107285569.3
Boeing 777,396,15600,3224.01,803612125.8
Airbus A350,350,14800,4414.37,413401532.7
Airbus A350,350,14800,2956.63,383612756.5
Airbus A350,350,14800,2612.12,384643001.7
Boeing 777,396,15600,4598.19,360829884.4
Boeing 737,162,5700,3587.35,55407968.34
Airbus A320,180,6300,866.67,71941156.85
Boeing 737,162,5700,2784.42,70909441.37
Cessna 172,4,1285,3880.29,217868.37
Boeing 737,162,5700,3837.35,58007874.77
Bombardier CRJ200,50,3000,2173.8,23023720.74
Airbus A350,350,14800,857.82,397211017.2
Airbus A350,350,14800,1548.36,471683408.8
Airbus A350,350,14800,1051.29,467214833.2
Boeing 777,396,15600,3289.88,437115751.1
Cessna 172,4,1285,1580.58,265889.76
Airbus A320,180,6300,2788.74,75031191.39
Airbus A350,350,14800,3600.53,442743157.1
Boeing 737,162,5700,4898,60436558.3
Airbus A320,180,6300,4199.62,171754827.7
Boeing 737,162,5700,4100.95,60212085
Airbus A320,180,6300,615.56,82881622.06
Airbus A320,180,6300,2656.78,124150144.6
Airbus A320,180,6300,3406.85,76427197.77
Boeing 777,396,15600,3203.92,655398398.7
Boeing 737,162,5700,4891.12,115191940.3
Airbus A350,350,14800,2375.56,423274602.8
Boeing 737,162,5700,2900.03,86831283.86
Cessna 172,4,1285,3448.53,232966.97
Airbus A350,350,14800,4134.96,753813933.6
Boeing 777,396,15600,4283.28,568090078.1
Airbus A350,350,14800,3300.89,437847279.2
Bombardier CRJ200,50,3000,1747.59,16511254.37
Airbus A350,350,14800,4793.3,510272418.6
Airbus A350,350,14800,1871.8,414946794.3
Bombardier CRJ200,50,3000,4620.88,18651187.1
Boeing 777,396,15600,1696.08,441954740
Cessna 172,4,1285,3410.86,218127.77
Airbus A350,350,14800,3123.64,391769285.9
Boeing 777,396,15600,3957.27,563578056.1
Airbus A350,350,14800,3930,499166505.7
Airbus A320,180,6300,2642.66,70994401.51
Boeing 737,162,5700,3557.87,58746063.73
Airbus A350,350,14800,1056.53,336980461.2
Bombardier CRJ200,50,3000,3778.69,21965097.36
Boeing 777,396,15600,1953.21,447369046.3
Boeing 777,396,15600,3692.74,418691816.8
Bombardier CRJ200,50,3000,827.5,15957564.34
Boeing 777,396,15600,3998.96,311887718.5
Boeing 737,162,5700,769.74,66175467.69
Airbus A320,180,6300,1753.01,110809310.2
Bombardier CRJ200,50,3000,553.83,18101930.21
Boeing 777,396,15600,3646.41,564653253.3
Boeing 737,162,5700,899,93066646.56
Airbus A320,180,6300,2859.92,75934984.01
Boeing 777,396,15600,3482.14,395165868.1
Boeing 737,162,5700,3713.17,70738424.1
Boeing 737,162,5700,3340.21,99483460.38
Boeing 777,396,15600,2254.67,425685877.4
Cessna 172,4,1285,1608.34,321816.3
Boeing 737,162,5700,3150.51,96079564.54
Cessna 172,4,1285,3383.02,361620.24
Airbus A320,180,6300,2568.05,84606176.15
Airbus A320,180,6300,2898.65,92180079.77
Boeing 777,396,15600,4807.91,624663630.2
Airbus A350,350,14800,1435.25,398620150.5
Boeing 777,396,15600,2838.1,414667615
Airbus A320,180,6300,579.46,92939700.84
Boeing 777,396,15600,1349.73,467190695.3
Airbus A320,180,6300,553.18,107313556.3
Cessna 172,4,1285,3254.02,219851.95
Cessna 172,4,1285,1772.29,201243.33
Boeing 777,396,15600,4777.46,359418625
Boeing 777,396,15600,824.06,363543596
Airbus A320,180,6300,769.88,97133953.16
Cessna 172,4,1285,584.63,241829.96
Bombardier CRJ200,50,3000,1417.97,21405426.59
Airbus A320,180,6300,3973.82,111082320.6
Bombardier CRJ200,50,3000,1221.64,10588124.44
Bombardier CRJ200,50,3000,3939.4,10907721.69
Cessna 172,4,1285,4617.33,217648.99
Cessna 172,4,1285,4824.39,239513.87
Boeing 777,396,15600,1388.43,586112166.4
Boeing 777,396,15600,4174.72,355806063.2
Airbus A350,350,14800,1096.68,375406766.1
Boeing 777,396,15600,3676.27,777987721.8
Boeing 737,162,5700,2896.19,71158905.29
Airbus A320,180,6300,1276.28,102265204.5
Boeing 737,162,5700,4026.38,57523352.89
Airbus A350,350,14800,1582.65,389466817.4
Airbus A350,350,14800,1799.17,734171531.5
Airbus A350,350,14800,4615.04,367414067.8
Airbus A320,180,6300,3966.86,110495541.6
Cessna 172,4,1285,3093.43,182223.05
Airbus A320,180,6300,3089.23,113459699.1
Airbus A350,350,14800,2828.37,444658362.8
Cessna 172,4,1285,3424.2,292254.72
Boeing 777,396,15600,3337.94,523804865.7
Airbus A350,350,14800,2846.73,489120028
Bombardier CRJ200,50,3000,3490.49,14313413.98
Airbus A350,350,14800,2553.42,779598849.9
Boeing 777,396,15600,632.54,734793796.8
Bombardier CRJ200,50,3000,3723.4,10616036.37
Boeing 777,396,15600,1532.65,708432108.4
Cessna 172,4,1285,3168.15,401382.55
Boeing 737,162,5700,1484.41,65792856.99
Airbus A350,350,14800,955.01,320603952.7
Boeing 737,162,5700,2262.62,66067623.54
Boeing 777,396,15600,1167.84,445611868.7
Bombardier CRJ200,50,3000,3763.1,18709620.34
Cessna 172,4,1285,1416.98,286067.14
Boeing 777,396,15600,770.82,429864318.5
Airbus A350,350,14800,2293.4,544120751
Boeing 777,396,15600,4984.73,392140178.1
Bombardier CRJ200,50,3000,3498.74,12219977.15
Boeing 777,396,15600,2127.67,502279258.2
Cessna 172,4,1285,3594.69,201207.09
Boeing 737,162,5700,1178.89,92985898.96
Bombardier CRJ200,50,3000,4779.56,16105036.49
Airbus A320,180,6300,4675.06,68322919.75
Airbus A350,350,14800,1642.78,301434740.7
Airbus A320,180,6300,859.42,90215248.58
Airbus A320,180,6300,945.85,75807839.45
Airbus A350,350,14800,803.73,829726293.8
Boeing 777,396,15600,2440.94,463360222.5
Boeing 737,162,5700,567.65,113865937.7
Cessna 172,4,1285,1564.33,472261.93
Airbus A350,350,14800,3832.74,435750166.9
Cessna 172,4,1285,2195.67,227133.72
Cessna 172,4,1285,2575.28,227456.07
Airbus A350,350,14800,4612.28,397435634.5
Airbus A350,350,14800,1600.9,334704121.8
Bombardier CRJ200,50,3000,2154.28,13393879.13
Cessna 172,4,1285,4536.15,371578.3
Airbus A350,350,14800,4318.25,485987167
Bombardier CRJ200,50,3000,4411.48,13920614.4
Boeing 777,396,15600,1408.31,408307493.2
Bombardier CRJ200,50,3000,2340.51,11849892.18
Airbus A320,180,6300,4906.53,79796699.73
Bombardier CRJ200,50,3000,3613.92,17822134.94
Boeing 777,396,15600,977.42,789025305.9
Airbus A350,350,14800,4672.92,391569223.6
Airbus A350,350,14800,2514.39,904876723.5
Airbus A350,350,14800,2178.78,351981192.2
Airbus A350,350,14800,3740.45,301307587.1
Boeing 737,162,5700,3397.31,64341501.52
Airbus A320,180,6300,531.11,139877472.7
Boeing 737,162,5700,3122.66,95199806.29
Cessna 172,4,1285,4065.54,351785.89
Cessna 172,4,1285,1843.06,303721.23
Bombardier CRJ200,50,3000,851.47,23036076.62
Airbus A320,180,6300,1321.24,111880178.6
Cessna 172,4,1285,792.14,234908.16
Bombardier CRJ200,50,3000,4186.02,13434889.48
Airbus A320,180,6300,1116.29,112929224.6
Airbus A350,350,14800,691.57,373116865.3
Airbus A350,350,14800,2686.1,399659663
Boeing 777,396,15600,3256.84,450600856.4
Cessna 172,4,1285,1652.28,195639.4
Boeing 737,162,5700,2772.25,72477346.62
Bombardier CRJ200,50,3000,1169.07,24060330.11
Bombardier CRJ200,50,3000,584.65,21329251.64
Boeing 737,162,5700,963.04,137640857.7
Boeing 777,396,15600,4527.21,469388825
Bombardier CRJ200,50,3000,2885.11,21353981.5
Boeing 737,162,5700,1535.21,63035478.6
Boeing 777,396,15600,2010.46,706239433.1
Airbus A350,350,14800,4465.1,443581206.2
Airbus A350,350,14800,2774.3,545879403.5
Boeing 737,162,5700,2082.6,101522550
Cessna 172,4,1285,766.86,353695.09
Boeing 737,162,5700,1342.1,79444796.5
Cessna 172,4,1285,4468.81,328754.63
Boeing 777,396,15600,1227.77,368452592.1
Cessna 172,4,1285,3552.44,232176.23
Airbus A320,180,6300,3434.11,81486955.76
Airbus A320,180,6300,3081.1,136376869.8
Boeing 737,162,5700,4682.45,81143025.28
Cessna 172,4,1285,1102.32,237921.21
Airbus A350,350,14800,2656.88,482891493.9
Airbus A350,350,14800,3471.85,617485295.1
Bombardier CRJ200,50,3000,3650.94,13955110.29
Airbus A320,180,6300,2789.66,140846189.9
Boeing 777,396,15600,1319.48,755491976.9
Cessna 172,4,1285,784.53,197626.57
Airbus A350,350,14800,4189.81,697305146.9
Cessna 172,4,1285,2535.01,412934.52
Bombardier CRJ200,50,3000,4483.61,16609487.03
Boeing 777,396,15600,3058.97,362555942.9
Airbus A350,350,14800,3723.68,447227697.8
Airbus A350,350,14800,3157.32,420207604.4
Airbus A320,180,6300,4784.09,104024584.5
Boeing 777,396,15600,3222.51,421151282.2
Boeing 737,162,5700,622.53,66738129.65
Cessna 172,4,1285,4027.17,453936.31
Boeing 737,162,5700,4703.03,99133390.25
Boeing 737,162,5700,3106.38,97330347.61
